"pointid","xcoord","ycoord"
6998,1703242.6788,599289.576122665
6999,1703479.7208,600485.504622664
7000,1703814.1737,602140.972322664
7001,1703998.0069,602630.041522666
7002,1702435.2225,599486.57592266
7003,1702220.9037,599381.606922662
7004,1700727.8386,599246.37772266
7005,1700055.4205,599509.870422659
7006,1700243.0534,601070.011122665
7007,1700059.1792,601997.355222666
7008,1698430.0718,602794.711922667
7009,1698164.8076,604711.282122664
7010,1698190.8061,605004.467122662
7011,1702107.0578,601255.59732266
7012,1702385.6419,601689.499422664
7013,1701264.3365,604374.698922664
7014,1701108.7814,604143.661722661
7015,1699165.1692,603148.364522661
7016,1699432.636,605530.192822666
7017,1699156.6691,605154.560522668
7018,1699899.4244,604453.955322667
7019,1699764.0671,603944.088522664
7020,1699009.4465,597382.607122661
7021,1697365.8833,597274.426822663
7022,1697362.5238,597617.317122658
7023,1694057.0799,595190.727122665
7024,1694780.2077,593117.975022666
7025,1693406.5586,593340.319022666
7026,1694042.9041,591803.652922662
7027,1693889.2825,591146.269022668
7028,1696540.7495,587383.699322666
7029,1697229.1947,587024.050222658
7030,1698180.6806,587601.264722666
7031,1698841.8832,587610.740422666
7032,1696538.3115,585628.107622665
7033,1696743.4274,585376.916922665
7034,1697723.0252,585393.704822663
7035,1697569.4627,585879.259022665
7036,1699567.3046,593308.600022663
7037,1699460.0549,592718.293422664
7038,1699233.4668,590071.271222662
7039,1702448.7674,591911.201822662
7040,1702143.9209,591655.077022664
7041,1702844.5672,592106.063522659
7042,1702710.1161,592622.044722663
7043,1700840.6941,592941.566422664
7044,1700947.8294,591344.022322667
7045,1700956.8757,593596.764522664
7046,1702824.871,593927.481622665
7047,1702760.7858,593504.138422668
7048,1702772.8431,593344.158722666
7049,1703540.4687,596440.948722661
7050,1703650.9271,596022.000622667
7051,1703059.4196,594338.604622664
7052,1702080.2037,595888.042322664
7053,1702016.4628,595580.179222666
7054,1702521.1584,594251.368722665
7055,1703317.2156,590945.886522664
7056,1702252.1727,591093.968122664
7057,1703604.2852,591043.334122667
7058,1694023.6644,585871.877522663
7059,1693951.0599,586359.457122666
7060,1694900.5524,584473.943022665
7061,1694678.944,584745.569522663
7062,1696237.5224,585131.483322666
7063,1693862.1908,584599.269722669
7064,1693644.2454,585304.274022669
7065,1693451.2351,586345.041322661
7066,1692092.0152,584093.364322662
7067,1692742.1504,585147.252522664
7068,1689730.8764,587273.370422664
7069,1689604.2955,587688.890022665
7070,1686235.7236,585413.86492266
7071,1687008.2972,585419.548722662
7072,1687377.5718,585358.384422661
7073,1687529.0999,586925.089322662
7074,1687525.1108,586901.162222668
7075,1687433.7173,586723.425222665
7076,1687821.4521,588698.071722662
7077,1687879.9291,589258.73962266
7078,1685730.8253,586855.971622667
7079,1685907.3498,586933.748022664
7080,1682154.1102,583132.759022668
7081,1681715.2745,584117.347422661
7082,1681844.1561,585870.54192267
7083,1679825.043,584636.30522267
7084,1678334.4764,585155.766622662
7085,1680353.0623,585018.746622663
7086,1678465.4936,584033.358622664
7087,1677030.3743,584428.541522664
7088,1677073.228,581378.250522662
7089,1676765.1358,581300.623922667
7090,1674390.3263,581752.227922666
7091,1674390.502,581755.01522266
7092,1675879.5455,578569.672022669
7093,1675560.4666,578400.498622664
7094,1674050.5841,577120.040822661
7095,1676000.0663,578774.218722665
7096,1676021.5603,577491.537222666
7097,1675086.7418,575849.115622664
7098,1675920.7163,577611.150622668
7099,1676645.109,575375.159422662
7100,1676690.0725,575133.264122671
7101,1676506.4377,576532.704322666
7102,1679996.2918,581102.711722663
7103,1684003.1694,581807.727122662
7104,1683352.588,581739.43322266
7105,1684134.4794,581796.993222664
7106,1684095.9012,581796.460122665
7107,1683122.256,581754.817922659
7108,1684092.284,581793.350822665
7109,1683349.5565,581733.839122665
7110,1684419.0958,581591.562222665
7111,1679000.5223,576331.519022663
7112,1678886.772,576770.811522659
7113,1683558.314,580392.056922667
7114,1682299.4595,579777.003022663
7115,1679728.1057,582037.968422668
7116,1680177.1978,583682.670922661
7117,1680588.4654,583795.854122669
7118,1680721.5871,582959.671522669
7119,1680539.2635,582801.959822662
7120,1686654.0185,573661.683422665
7121,1688739.4724,574116.517322663
7122,1691605.2383,574742.565422667
7123,1692479.228,574933.493922661
7124,1692355.4701,575928.511922666
7125,1693446.5983,576496.410822667
7126,1694567.2945,577366.988422664
7127,1692619.6545,576811.94352267
7128,1693061.5291,577862.52612266
7129,1695948.7061,578260.213622667
7130,1695420.8968,578433.744022663
7131,1690751.2846,577776.477822663
7132,1690581.7594,577548.172822667
7133,1689310.7845,578813.132622664
7134,1689520.2477,578384.163722662
7135,1686255.9528,574684.320622666
7136,1686250.6007,576544.755922662
7137,1684332.2598,576305.260322661
7138,1687046.0741,571669.812322668
7139,1687049.4175,571772.806922662
7140,1683285.9659,562611.883622661
7141,1684550.2386,563094.478022663
7142,1680934.9217,557778.057622663
7143,1680940.1816,557771.909122665
7144,1680587.3456,559551.065522665
7145,1681851.308,560898.996122663
7146,1684504.4842,559373.984722662
7147,1685295.5705,559116.271022666
7148,1685848.7754,558151.147922661
7149,1685726.1454,558003.79952266
7150,1683923.4115,555909.138322669
7151,1685766.3159,555120.053222665
7152,1687391.5527,552796.589322664
7153,1687415.4962,552767.730122665
7154,1692705.7749,558233.751522662
7155,1690450.7457,562111.451422665
7156,1691420.3141,562763.152822661
7157,1691668.3988,563139.71242266
7158,1691532.2792,562900.278622666
7159,1691378.2179,563915.644822663
7160,1691530.1047,562890.192322662
7161,1690124.6825,564295.582522656
7162,1689586.189,565145.910322661
7163,1688181.4158,563733.388822664
7164,1687818.0048,564632.327022661
7165,1686336.8438,563428.627022662
7166,1685920.9473,564011.933122664
7167,1692608.1802,562720.245022669
7168,1693614.266,563524.078322669
7169,1692633.2178,564713.366422665
7170,1693907.4497,564191.033922661
7171,1688930.0874,568608.505022663
7172,1689155.3782,567739.819622666
7173,1692686.8961,571146.689422669
7174,1693387.1037,568653.441522663
7175,1692412.0577,571946.898322665
7176,1692506.0807,571503.261722663
7177,1691189.2143,570385.320322662
7178,1689189.8225,570613.29142266
7179,1694081.38,571801.655322663
7180,1694552.2762,571285.38092266
7181,1695147.1296,569133.65762266
7182,1695722.6181,567378.84242266
7183,1695006.8078,565668.064622666
7184,1700541.3123,563141.985622668
7185,1701480.1628,563763.731622661
7186,1706320.4985,568082.587722663
7187,1705911.3879,567890.020722663
7188,1705819.8591,567696.658022661
7189,1705906.7248,567865.696022661
7190,1706398.9409,568113.020522655
7191,1706435.0373,568113.113722665
7192,1706526.7267,568083.483422665
7193,1707824.0944,568647.784522667
7194,1705465.2641,571737.778122668
7195,1703980.9934,575191.113722663
7196,1704288.5779,577142.749022666
7197,1700871.4516,578105.022922661
7198,1700412.817,576896.687722667
7199,1700504.4929,576690.980522668
7200,1702887.637,566577.469122665
7201,1703585.1016,568562.782222661
7202,1702122.5053,567741.557122667
7203,1701872.0934,568221.57292266
7204,1701963.2397,568475.205522665
7205,1701042.745,569208.793222662
7206,1700855.32,570350.764122668
7207,1700736.0498,565908.547822666
7208,1700644.0665,567331.375822662
7209,1700794.1942,566241.495422661
7210,1700798.6297,566239.731922661
7211,1697842.0891,567546.547722669
7212,1697372.7091,571230.720122662
7213,1697385.868,571265.056622663
7214,1697515.0752,571382.330222666
7215,1697920.0321,574520.172122663
7216,1698300.4894,574819.278322657
7217,1697005.5735,566472.924022665
7218,1685470.6651,560775.001822658
7219,1686080.4247,560118.527322662
7220,1690843.5887,555405.143322663
7221,1688626.4628,550867.943422665
7222,1691162.1888,555742.016522667
7223,1714896.6229,564904.580722661
7224,1719681.5198,569312.643622667
7225,1718497.4541,567637.418122664
7226,1717525.239,566347.331522662
7227,1715269.9898,564756.006122665
7228,1717615.2646,566477.37842267
7229,1715260.7173,564757.95472267
7230,1699555.5808,557128.822622668
7231,1701182.3254,558030.953722665
7232,1704065.2488,559566.365122666
7233,1705761.1998,560452.214222665
7234,1707417.3138,561998.325722661
7235,1707709.8538,562204.554322664
7236,1712044.5444,565516.834122664
7237,1713021.0278,566529.804022664
7238,1712253.7222,565843.698922668
7239,1712255.6244,565835.082022665
7240,1705240.7981,562355.24252266
7241,1706289.1471,563357.946322666
7242,1708173.9533,565353.283822666
7243,1709854.5865,567455.69982267
7244,1709692.2086,566682.603222664
7245,1708335.3333,565499.088622666
7246,1707636.5441,567029.485522658
7247,1706799.9777,565955.474722663
7248,1704217.9037,565120.838922665
7249,1704194.9281,564137.056522666
7250,1703131.5815,564781.468222667
7251,1702124.7066,563976.791222669
7252,1699264.5737,562315.409722663
7253,1699262.5215,561803.604122662
7254,1694586.2083,559747.194522661
7255,1693745.7528,559071.193722664
7256,1694010.1054,554091.143222662
7257,1693872.2756,554108.334522664
7258,1693921.1647,558099.789922663
7259,1694824.5732,556272.01302266
7260,1694693.4211,557182.27762266
7261,1691817.0099,553516.552122659
7262,1693054.9086,553906.749722664
7263,1697255.4625,550732.854422666
7264,1696325.5543,551818.056622663
7265,1698064.2314,547169.765722666
7266,1698886.1442,545727.894622662
7267,1700320.83,545308.504422665
7268,1700379.5047,545319.735822662
7269,1708381.6322,550326.547722664
7270,1707334.218,549741.224122662
7271,1709025.9416,553113.850722667
7272,1707324.6972,552053.672422659
7273,1701866.5012,550564.251722666
7274,1703400.925,552565.674522661
7275,1703619.2637,552974.742622662
7276,1703618.8854,552981.156722665
7277,1703528.9364,554745.709522662
7278,1704122.4375,553645.964622667
7279,1701131.1943,552496.989622664
7280,1699528.8583,553354.576322667
7281,1707038.4723,544144.809822659
7282,1707406.6918,543142.189622669
7283,1706476.5011,540388.597722664
7284,1711018.3755,542125.495122664
7285,1711186.9576,543291.184522659
7286,1715875.5581,544632.341822667
7287,1716981.8416,536304.836422662
7288,1711911.8442,548836.231922665
7289,1711491.251,552277.286922657
7290,1710877.3444,553902.698722668
7291,1715803.3922,546702.778422666
7292,1714097.6763,548365.701422668
7293,1714069.9827,548538.056822666
7294,1714103.135,548367.761422662
7295,1712721.6903,553553.686922663
7296,1712738.5243,554179.309122671
7297,1715323.4178,552308.831322669
7298,1714983.9185,552924.142022661
7299,1710560.7179,549569.552922666
7300,1709270.629,551630.054122663
7301,1722276.3197,543099.067422663
7302,1720814.224,542159.99452266
7303,1719838.0198,538748.187222665
7304,1664794.978,562985.099822666
7305,1664826.8803,563003.779322662
7306,1698365.4148,607642.303222663
7307,1701779.5018,545627.738422666
7308,1702619.497,543975.744722664
7309,1702010.5027,544906.730922664
7310,1696272.9746,607684.307022663
7311,1696352.5254,608037.593722663
7312,1696287.6298,530190.702822666
7313,1696242.4411,530516.618422664
7314,1696291.2181,530192.997122658
7315,1673536.2688,557878.553722661
7316,1674170.5748,555537.166922664
7317,1695354.1424,604517.449922665
7318,1697928.8012,607869.273522662
7319,1697861.369,563999.110722668
7320,1690929.4942,558353.738322668
7321,1694604.4981,561174.734222667
7322,1680968.4984,587284.739822666
7323,1676551.499,586871.734422666
7324,1682291.4969,586675.732022662
7325,1681829.4942,585891.736722658
7326,1678532.4992,586836.74052266
7327,1677657.5,585191.745122658
7328,1676740.4964,584386.731322662
7329,1676761.4963,584967.734422661
7330,1693295.497,586465.742322663
7331,1691979.4961,585905.738122666
7332,1693799.5,586661.732422664
7333,1693883.4939,586731.740622666
7334,1693463.5028,587249.732122665
7335,1687975.498,591519.734322664
7336,1687583.4967,591575.738722663
7337,1688633.4943,591729.736022667
7338,1690621.5015,596195.735022666
7339,1690908.497,595502.73902266
7340,1694681.4944,563631.743222669
7341,1694331.5003,563841.743722664
7342,1694856.4973,565584.73882266
7343,1693897.5011,567383.734022661
7344,1694009.4987,567733.737022662
7345,1699133.4995,589671.743622659
7346,1672323.4948,591729.733922666
7347,1701163.4936,590665.740022665
7348,1701863.5018,591281.738722666
7349,1702829.4977,594081.736422666
7350,1674230.1681,555499.046722661
7351,1694714.2377,604835.137322664
7352,1694732.5652,604758.370622666
7353,1703657.148,591100.658122661
7354,1678469.0874,594296.711522668
7355,1679070.6773,594743.54232266
7356,1770701.1197,486747.613322667
7357,1770211.121,486369.61072267
7358,1768181.1223,485081.609622672
7359,1772059.1244,487489.610922669
7360,1773540.9363,486503.067322664
7361,1773021.0598,487489.625722664
7362,1773023.4699,487492.506922667
7363,1775852.3715,486865.074522666
7364,1777409.43,487469.267222664
7365,1781582.4508,486322.274422667
7366,1782797.6421,486431.159922662
7367,1785784.2376,487377.851422662
7368,1788182.7385,488523.873522664
7369,1791083.2936,489361.226722661
7370,1780305.1228,495147.731122664
7371,1779521.1183,495077.740522666
7372,1778051.1254,493607.735622663
7373,1781803.1218,497065.740822667
7374,1782083,497366.176222664
7375,1781845.1192,497135.736922664
7376,1782419.1297,498115.73882266
7377,1782489.1235,497835.741722666
7378,1782090.1238,500572.732522665
7379,1782461.1284,499823.739522659
7380,1782734.1253,498668.738322663
7381,1782867.1227,499543.733122664
7382,1782741.1256,499683.743522661
7383,1782498.9846,501147.575522667
7384,1782413.1336,501093.736122663
7385,1782411.4769,501086.74742266
7386,1782827.1421,501056.987322666
7387,1783087.899,500861.004422668
7388,1784507.109,500952.248922667
7389,1783261.9102,500940.815222663
7390,1784619.7652,500922.809322663
7391,1787213.0325,499491.032222666
7392,1785382.6682,499982.223022665
7393,1785118.3627,499895.423922659
7394,1787400.6743,499562.903822662
7395,1787664.9827,499378.769322663
7396,1790627.7267,498228.724622667
7397,1791037.1208,498325.006822667
7398,1795333.6684,498763.470222662
7399,1796332.2546,498497.402822666
7400,1797803.6585,496164.380822661
7401,1797695.5208,495248.014922662
7402,1798069.7358,494594.532522663
7403,1799533.5698,492170.265622668
7404,1799582.4707,491900.019422661
7405,1798939.4183,489911.772322656
7406,1798952.5955,489933.200322665
7407,1799418.3394,489613.62452266
7408,1799570.9682,489059.351122668
7409,1800140.9744,488182.337022666
7410,1800167.4617,488156.831122664
7411,1800972.6338,488419.903922664
7412,1801090.2712,488357.374322664
7413,1801531.6751,488392.580422666
7414,1801723.553,488423.303622665
7415,1798237.2877,496132.056322665
7416,1798482.0007,496293.210922662
7417,1800298.0063,496711.164922663
7418,1800809.2777,497062.16822267
7419,1803145.8876,499958.187622661
7420,1803573.7232,500454.68092266
7421,1803824.5486,500510.168822664
7422,1805520.7561,500931.997222665
7423,1805324.6336,500897.096822664
7424,1784832.5268,500997.790422669
7425,1788398.84,500461.980722659
7426,1790913.5068,502512.791722661
7427,1792350.3809,502657.394722662
7428,1792974.0376,502460.781922665
7429,1793034.7691,502319.509522662
7430,1793561.3723,502287.419522661
7431,1796023.664,501506.648722662
7432,1798544.3567,502740.654322658
7433,1798647.1686,502822.029622665
7434,1799403.3819,502847.672722668
7435,1800029.794,502820.756322665
7436,1801585.3827,502823.217022657
7437,1801777.6765,502707.228222661
7438,1801844.2424,502654.226522663
7439,1802437.5211,503407.466822665
7440,1804016.3727,505262.720022662
7441,1803643.6378,504773.733122658
7442,1804009.8738,505603.320722667
7443,1804086.308,505418.386822663
7444,1804477.2321,507235.294322663
7445,1803981.2847,505938.815422665
7446,1803478.9823,504390.852622667
7447,1802783.7472,503742.952522661
7448,1803643.0386,504765.615222664
7449,1767600.1243,486796.618322667
7450,1768328.5677,485478.384622661
7451,1767632.4322,490090.655622668
7452,1766523.6846,492876.604322666
7453,1767386.5397,492314.603722666
7454,1765991.7701,493048.143122664
7455,1764518.7777,493784.970922664
7456,1762543.3942,492484.039222665
7457,1761912.5796,495479.986222668
7458,1761881.3307,496006.538322669
7459,1761999.9246,496235.756022667
7460,1764389.5259,497577.723222664
7461,1763936.031,497790.618222664
7462,1763610.6343,497688.142322663
7463,1763328.8263,497792.670822663
7464,1762685.3698,498183.408022665
7465,1762543.7481,498958.351722665
7466,1762174.9238,499847.517622661
7467,1759117.2767,501540.229822664
7468,1759019.4487,502566.871722664
7469,1757736.616,502610.59012267
7470,1757200.5904,502263.328222659
7471,1756988.1471,502780.419622663
7472,1756931.3059,503146.06622266
7473,1756356.6361,502840.660122664
7474,1756564.4999,502968.464622664
7475,1755816.164,503089.082422663
7476,1755326.1728,502728.898122664
7477,1754331.0603,502910.009622666
7478,1753642.2826,503105.645422664
7479,1751204.2945,503993.115622663
7480,1748296.33,504003.287322666
7481,1747983.8307,504235.617822663
7482,1746001.3165,502863.118822665
7483,1745188.4995,504134.258722664
7484,1744962.1256,503784.266922665
7485,1744947.3797,503549.803722664
7486,1744246.3971,504065.743822665
7487,1744045.0577,503973.513222662
7488,1743981.5986,503864.77592266
7489,1743835.2411,503711.248622667
7490,1742517.9696,503196.44992266
7491,1742495.0665,502952.300722669
7492,1742511.4854,502832.504122658
7493,1742210.9492,502791.659922665
7494,1741946.9263,502887.679522667
7495,1741309.508,503430.931722666
7496,1740502.1339,504353.871022661
7497,1740205.6349,503751.78622267
7498,1740154.6966,503251.823422665
7499,1740147.7649,503097.918722664
7500,1738869.9471,502857.181922669
7501,1738777.9638,503569.532822664
7502,1737698.7043,505432.517822662
7503,1737984.9134,506300.231922662
7504,1744572.0052,516315.739122661
7505,1740683.7131,509873.810622661
7506,1781737.0054,484895.622422666
7507,1781251.208,484714.89932266
7508,1785368.6006,483978.919522664
7509,1786355.3281,484125.856422662
7510,1786695.6778,484072.233322666
7511,1791367.5396,484991.497422661
7512,1779228.5385,493334.696322665
7513,1779237.4838,493157.972822666
7514,1778926.5164,492283.367622666
7515,1778912.8085,492401.184622664
7516,1779412.6275,492314.333222665
7517,1780419.2979,491001.382822669
7518,1780810.7613,489885.919322663
7519,1784114.8807,489694.498822667
7520,1785535.9684,489388.477622665
7521,1785813.9211,489720.391522663
7522,1790937.4187,490382.611822668
7523,1793941.1922,503021.284322663
7524,1797474.1002,503805.640422655
7525,1794223.173,503256.736422664
7526,1794220.5229,503250.495822665
7527,1797853.8822,504076.601922665
7528,1797886.7093,489578.918022663
7529,1796155.2459,488509.472922666
7530,1795009.371,487545.024922662
7531,1792686.5047,487005.671622668
7532,1791374.992,488978.196822661
7533,1763299.8755,505207.675222667
7534,1753823.2553,505034.695522666
7535,1754069.3514,506024.739922658
7536,1753709.394,506643.124122659
7537,1750278.0583,509055.585422663
7538,1750320.7892,510089.536422664
7539,1750905.009,511275.850322657
7540,1750496.8058,514029.390822668
7541,1759007.4219,505577.648522661
7542,1761781.2454,496083.787822658
7543,1761619.6965,496044.620022663
7544,1759479.3455,494719.493522663
7545,1758113.4878,494009.757122661
7546,1758569.4879,494043.217122663
7547,1754472.0899,496717.170822665
7548,1755340.9554,496015.307422667
7549,1755819.0983,506286.498822665
7550,1755769.225,506293.758422663
7551,1774012.5994,493120.866222664
7552,1774215.1225,493019.735722659
7553,1779233.8109,500660.596522664
7554,1781080.0232,500280.991722662
7555,1807163.3591,490200.879522665
7556,1805321.3725,491145.417422667
7557,1766339.3498,488095.426922662
7558,1767561.288,486778.653322658
7559,1767277.2788,490273.722822662
7560,1767610.0473,490080.825422661
7561,1765862.8159,491893.919922666
7562,1765186.1608,490352.995922661
7563,1763399.2076,491804.824822666
7564,1764868.4565,492123.878222668
7565,1767343.3389,494310.476422661
7566,1764469.4293,495648.017322663
7567,1766292.5946,499096.153622668
7568,1760746.9857,503982.57062266
7569,1757876.0935,504985.380422664
7570,1757153.8828,504822.067622663
7571,1754041.5865,508403.591222667
7572,1749551.0009,513098.587422657
7573,1748476.7132,511587.501222662
7574,1747034.1125,508281.551322664
7575,1752974.471,505415.276922669
7576,1752519.0726,505397.680022669
7577,1750550.0816,506079.834322665
7578,1749273.7955,506317.664422666
7579,1750005.9316,505222.874922661
7580,1747824.1356,507436.127622664
7581,1745210.8371,505594.47352266
7582,1745716.3657,509305.975422666
7583,1746385.1588,507732.151622666
7584,1743568.5343,508014.75102266
7585,1740155.2823,506172.943122663
7586,1740832.4623,507162.115322664
7587,1744661.1242,512182.969322671
7588,1745422.544,513708.307222665
7589,1745400.967,510383.417422661
7590,1740135.4475,510757.389022664
7591,1736854.7774,508737.592122665
7592,1739297.7804,510972.199422665
7593,1740244.3668,512465.419422666
7594,1737238.2843,507725.277522665
7595,1736284.6534,507777.571022663
7596,1737962.1473,503051.071522657
7597,1737329.1025,503135.568222666
7598,1735112.3528,501054.716522668
7599,1733986.5671,500218.532822663
7600,1733287.5028,500090.660522661
7601,1731671.4502,500752.999322668
7602,1734896.2547,506067.358822667
7603,1733167.1123,501865.021522663
7604,1733687.1655,504255.693622668
7605,1732228.5884,504238.684922664
7606,1734113.9545,506683.499822664
7607,1732722.1878,505930.444422666
7608,1731348.36,499001.628922662
7609,1734704.5669,498985.417722666
7610,1734180.3583,498111.161622663
7611,1738339.1074,501178.25932266
7612,1738277.7766,501025.349622668
7613,1741608.8293,503211.456722666
7614,1740247.9377,501644.005922665
7615,1742559.8857,502546.480522672
7616,1744095.7124,501250.30342266
7617,1739101.8861,500720.827522666
7618,1740371.5557,500547.330822663
7619,1744867.7392,501086.438922664
7620,1748460.0942,502726.463022667
7621,1747917.3898,500741.536922662
7622,1747388.7458,501144.969922664
7623,1753131.4614,501763.632622672
7624,1752523.5227,500868.77282266
7625,1752377.4966,500933.382422669
7626,1751702.5569,500627.734922668
7627,1751526.5884,500549.055422659
7628,1751261.1067,500200.833122666
7629,1751170.5074,500167.476722659
7630,1750956.8878,500188.08672266
7631,1747881.2959,498834.249722667
7632,1746139.9534,497757.209622667
7633,1745258.907,497507.931922666
7634,1743983.6904,497706.521122669
7635,1739420.7476,497998.259122665
7636,1743412.2982,498335.475722664
7637,1737091.4391,495717.886522661
7638,1737670.6595,496821.875222664
7639,1742692.7395,496727.332322667
7640,1743515.8766,498172.083922664
7641,1742545.3864,496612.988422663
7642,1738247.1332,499660.403722664
7643,1744704.7156,500105.640722662
7644,1743457.6607,498340.334822665
7645,1744622.0843,496777.288122663
7646,1743422.7636,495618.939522665
7647,1742361.4514,494362.661722664
7648,1738178.2713,495808.314422663
7649,1738911.8192,496198.097522665
7650,1742238.9068,494148.767222659
7651,1740505.1451,493222.998822666
7652,1742194.5572,493815.755822663
7653,1741788.8097,493367.844922663
7654,1741435.7156,492256.570422667
7655,1741649.1641,493299.888722668
7656,1742532.4715,492325.536422661
7657,1744038.5506,493242.452222658
7658,1745102.5102,496128.01842267
7659,1745203.2906,496092.731422668
7660,1746241.5333,495707.245122662
7661,1747704.2064,496795.646722663
7662,1751251.7938,498404.60122267
7663,1751072.077,500111.366622663
7664,1751775.6608,498219.469422665
7665,1751942.1423,498282.884522666
7666,1752221.0805,496871.452822665
7667,1753358.7241,499242.672222664
7668,1755191.3742,499575.506122667
7669,1753473.785,498553.839922668
7670,1753577.5576,497765.289422666
7671,1755530.1625,500612.56812266
7672,1754912.5711,501136.685522667
7673,1756696.5148,501132.899322664
7674,1757721.3568,500062.739522661
7675,1758829.3752,499296.073222664
7676,1762575.6277,498234.833322658
7677,1763214.6642,497737.941422662
7678,1759538.111,497737.273322664
7679,1758707.9845,495104.952122659
7680,1757252.7997,496883.303822662
7681,1757767.8157,496483.369822667
7682,1756873.2826,497242.565622666
7683,1757167.6643,497021.925322664
7684,1757810.482,496323.353722663
7685,1757957.8382,496307.537222667
7686,1756515.3307,497667.044822664
7687,1756252.2098,499620.498022665
7688,1757320.1691,499136.450022665
7689,1754347.6537,497424.930022665
7690,1757385.2507,492775.423722662
7691,1755461.6162,492619.334922667
7692,1757196.1003,492709.568122669
7693,1760709.6959,494188.100322662
7694,1760727.0509,492443.967222669
7695,1768782.9004,491402.670022666
7696,1767599.1933,490254.483822665
7698,1767579.38,490250.555822661
7699,1771363.2215,489570.15592266
7700,1771842.2856,488558.605722663
7701,1772199.1256,488315.614722661
7702,1771442.4907,490681.590322666
7703,1771132.4399,491870.637022665
7704,1771084.8792,492275.210422663
7705,1769561.6072,493234.724522662
7706,1766820.1208,499743.719922668
7707,1772064.2253,494636.237722664
7708,1772396.1414,496377.760722665
7709,1770685.117,493804.100522662
7710,1770074.7724,497269.929422662
7711,1770221.9127,497521.349922666
7712,1770590.8676,497762.438622661
7713,1770514.021,499621.842822658
7714,1768532.2807,498051.552422668
7715,1771082.1575,491830.362622665
7716,1770997.0453,491361.628022661
7717,1772372.2049,490429.073022663
7718,1773021.1341,489476.942022664
7719,1773067.1183,489295.615822661
7720,1774719.8398,496800.338422666
7721,1774745.2507,496653.629122669
7722,1774700.068,496887.875322663
7723,1773879.7057,498587.150522669
7724,1774715.7621,496052.906822667
7725,1774534.1285,493874.836622664
7726,1774481.1236,493145.732922662
7727,1771560.7985,499479.896722665
7728,1770391.8058,501145.036722667
7729,1778789.4862,496466.007622667
7730,1779233.7355,495756.781422662
7731,1778690.7517,496583.01842266
7732,1778096.2413,500002.44422267
7733,1779954.899,499586.841522664
7734,1780034.388,499585.342222657
7735,1780333.1237,499711.741922662
7736,1781832.1281,498470.241522661
7737,1781826.8863,498465.424422668
7738,1781691.1214,498213.740622664
7739,1780892.4685,500716.753422663
7740,1781338.2019,500597.846422662
7741,1780740.7647,501176.503722664
7742,1781712.0245,500996.404122663
7743,1788615.0462,496592.521722666
7744,1790726.5565,497751.595922668
7745,1792653.428,495178.25842267
7746,1791626.0246,497557.596722668
7747,1795328.6313,496063.781322667
7748,1793955.5935,497661.81692266
7749,1795789.5482,494015.095222668
7750,1796754.1783,492305.191522664
7751,1795702.0322,491969.817822664
7752,1795089.5094,491711.335522661
7753,1794183.3489,490941.14422266
7754,1793074.8644,489056.76332266
7755,1797406.8801,488085.62222266
7756,1795789.3986,486800.248122662
7757,1800440.6908,487843.192922664
7758,1804437.0936,488434.939722665
7759,1802534.921,488230.112122666
7760,1802900.876,487364.288722663
7761,1802515.6505,487670.720822665
7762,1802479.3738,489466.777422671
7763,1803345.516,490000.726522667
7764,1803606.25,490392.756422668
7765,1803373.7695,490057.277122666
7766,1800934.1132,490112.868022663
7767,1803504.2311,491469.266622662
7768,1804433.1967,492647.767322664
7769,1803249.5726,491910.328122668
7770,1803109.5628,492235.836422658
7771,1802819.0253,492273.800222664
7772,1803778.9688,493854.265522659
7773,1801337.959,492706.557622662
7774,1798552.2966,490407.139122667
7775,1798996.5992,490508.772222664
7776,1796465.503,490992.422122665
7777,1798191.5123,490290.411922664
7778,1798543.8833,490404.409922662
7779,1799904.2583,492717.965222669
7780,1803368.9489,494151.419722659
7781,1801925.5968,494122.322022666
7782,1800811.6749,494408.911922663
7783,1802515.2659,495906.489622667
7784,1802461.9857,498636.500022663
7785,1805785.1787,501230.099822667
7786,1805381.9546,503428.922122671
7787,1805918.5787,501792.602122664
7788,1805390.77,505712.623522666
7789,1800657.644,498673.939722663
7790,1801000.1173,501008.580322662
7791,1796041.0911,499375.022622663
7792,1796109.4304,499403.794822665
7793,1796263.3069,499544.210222661
7794,1796021.3526,499517.784722664
7795,1795983.3843,499898.353822664
7796,1796078.7658,500588.205422663
7797,1791269.4192,500437.54432266
7798,1796862.542,501001.558122662
7799,1802658.2064,501505.854022667
7800,1803706.0672,507551.435822661
7801,1802597.4958,503899.814722663
7802,1803931.2907,507750.968022666
7803,1801636.4315,504143.005422668
7804,1800049.0082,505572.707522663
7805,1797549.1611,502607.737922667
7806,1792769.7275,505183.467422664
7807,1792656.7629,504886.730722661
7808,1783255.5238,501386.472422663
7809,1783694.2397,502020.804322666
7810,1784093.4817,502748.642922663
7811,1786211.6506,503359.610522667
7812,1787420.0012,504322.532122665
7813,1788009.0962,505643.460922665
7814,1789867.9312,503864.773822665
7815,1789439.923,505329.104222671
7816,1783095.5649,500945.221222664
7817,1784080.2837,499486.891622662
7818,1782897.0646,499565.924622663
7819,1782890.9677,499558.40652266
7820,1785438.7953,498585.283322666
7821,1782787.8562,498654.553022659
7822,1782787.9605,498656.553222663
7823,1785622.7997,497848.863422668
7824,1782540.0775,497874.537322663
7825,1782202.0541,497071.229222666
